300 41680
161 14 58
128 240 68
252 52 70
176 1 68
175 170 36
114 36 10
5 38 100
207 70 87
130 182 90
153 254 43
204 290 33
42 170 32
42 43 66
287 10 53
63 121 19
172 198 36
223 3 23
73 27 77
3 151 28
75 254 79
7 179 57
160 220 30
26 105 4
238 184 9
150 294 70
210 69 55
33 251 18
114 125 20
194 176 19
23 190 44
297 218 11
250 13 95
268 150 74
142 144 90
100 273 44
178 1 29
113 265 22
84 54 2
229 185 23
243 183 60
255 297 27
7 101 8
58 38 80
224 80 55
99 198 92
90 147 54
198 17 24
43 234 88
269 44 24
143 124 21
73 218 24
224 74 52
181 47 57
67 146 55
248 152 78
75 199 41
59 186 73
125 245 91
58 209 88
126 282 68
113 279 74
56 282 17
283 26 19
199 130 20
293 242 47
36 10 38
130 61 88
101 146 26
52 153 45
270 126 67
56 162 38
135 79 37
69 225 20
109 200 72
281 59 43
66 4 42
108 24 44
136 139 91
168 156 45
193 68 33
300 71 94
294 62 9
172 151 85
163 226 48
89 15 34
188 256 22
14 289 23
203 295 88
78 276 43
33 279 38
163 101 70
72 223 96
167 116 1
109 141 56
141 120 13
7 194 45
238 224 63
211 256 28
195 296 96
129 237 62
90 46 66
201 148 43
121 195 48
74 9 36
287 24 47
62 52 80
43 5 52
135 244 51
176 12 19
26 90 46
36 281 18
201 28 27
260 297 16
219 258 78
286 115 90
227 53 89
164 80 94
120 247 95
139 159 30
107 293 59
29 295 93
278 85 4
166 275 28
46 57 79
182 178 41
298 62 6
107 245 96
290 275 69
45 272 51
58 66 25
249 253 44
196 286 87
187 185 53
220 223 65
140 183 17
79 187 35
226 227 47
13 290 1
108 155 75
48 239 27
89 103 55
15 152 21
107 135 3
92 54 8
148 130 57
142 280 64
24 54 91
177 210 63
93 231 17
44 30 45
85 119 25
14 135 2
51 256 47
214 269 82
107 137 26
172 247 53
229 224 72
96 11 15
277 10 49
267 248 33
278 231 93
82 248 26
151 90 89
8 67 76
178 76 73
131 55 75
255 164 21
78 135 79
208 147 26
29 161 76
160 261 34
101 270 57
35 164 67
265 15 10
109 72 14
202 237 21
242 65 54
288 5 73
59 109 42
160 243 71
192 64 8
264 194 42
30 190 18
254 15 23
109 108 23
232 258 10
20 255 96
137 213 79
295 51 98
30 142 46
95 132 17
42 212 90
265 242 61
48 190 46
72 70 83
105 144 43
249 43 68
234 16 3
160 155 18
12 61 74
178 19 19
163 298 58
214 184 37
248 58 28
191 164 90
32 206 75
20 268 97
62 185 12
192 198 16
75 194 47
30 164 28
19 258 88
235 88 18
105 57 1
21 39 9
100 120 29
258 119 86
5 280 62
86 297 80
124 216 23
118 149 74
218 90 44
203 117 9
99 86 83
88 71 54
197 248 43
282 98 32
130 183 42
83 143 8
234 285 51
297 201 24
101 3 17
181 9 70
185 76 44
81 145 29
160 181 24
155 284 31
288 26 75
100 215 30
125 222 49
195 187 30
228 251 39
53 297 88
206 89 64
76 265 10
219 278 48
81 123 58
229 131 41
291 247 23
62 272 26
193 235 14
267 133 19
187 191 39
232 151 28
298 174 13
214 252 88
14 245 27
2 216 11
141 7 83
292 293 84
236 140 91
152 264 5
277 271 24
262 97 36
256 244 36
49 203 47
22 241 67
1 35 89
21 75 38
275 262 41
35 121 95
127 165 15
111 28 52
261 245 62
108 231 11
155 18 36
114 150 13
56 129 51
124 211 62
27 171 10
17 49 52
9 155 2
224 108 38
113 23 98
24 19 27
54 277 85
16 72 2
77 152 66
246 182 56
12 13 81
166 251 86
2 277 25
105 136 71
66 205 99
74 213 80
101 74 17
9 44 98
146 113 76
127 15 59
100 285 53
63 206 15
186 137 29
194 247 37
180 32 51
24 118 16
178 95 65
54 195 2
285 217 67
298 193 17
67 12 67
285 258 34
134 187 46
177 17 57
271 220 18
171 273 61
108 78 52
142 168 49
289 44 7
122 206 7
155 224 40
195 100 22
240 251 79
37 267 31
220 178 7
247 85 42
45 36 24
205 207 100
275 175 13
225 107 13
168 107 77
26 76 48
189 5 22
300 169 59
282 120 35
148 247 52
285 223 23
216 245 91
253 44 21
164 7 97
294 214 94
235 48 5
78 128 40
79 99 82
273 145 74
9 38 1
176 101 26
34 23 7
293 45 91
207 155 65
58 57 17
161 20 61
149 85 69
183 151 92
38 248 2
95 61 8
156 138 70
117 59 49
121 139 33
271 158 42
263 108 36
234 104 70
130 31 77
16 206 39
231 200 81
3 134 44
288 62 13
81 165 74
73 263 14
233 165 75
113 49 85
235 181 55
44 102 15
88 157 45
40 41 51
16 21 57
276 28 57
144 251 73
85 35 24
227 190 76
298 211 59
256 104 2
153 16 23
267 110 82
265 233 50
209 214 8
175 173 21
237 65 3
231 216 66
295 145 3
57 210 58
80 200 80
24 262 74
147 19 21
230 224 12
85 188 39
150 232 79
232 18 31
199 165 33
82 67 42
216 88 76
140 96 55
6 21 99
194 294 19
16 113 10
71 82 57
214 288 2
45 155 15
123 258 73
249 86 65
93 217 97
184 232 95
118 155 24
30 236 7
259 281 24
18 29 61
103 125 72
98 52 95
83 158 74
283 77 59
130 21 66
189 66 8
192 96 1
148 126 50
10 86 60
104 273 13
105 77 38
150 73 18
206 174 2
177 207 38
220 6 34
219 113 75
70 31 94
271 270 40
231 105 97
153 250 72
169 182 16
73 52 40
20 141 32
274 244 13
99 252 76
73 297 72
84 175 33
37 91 18
160 61 28
127 164 1
33 133 59
218 192 60
35 137 72
54 235 69
156 14 79
133 118 79
256 55 88
76 277 79
232 163 5
18 32 100
137 280 8
162 263 50
204 114 35
129 241 2
99 173 42
25 210 68
232 35 27
221 2 30
12 212 6
41 200 4
172 129 57
241 248 88
210 288 29
41 276 2
93 143 88
100 52 3
78 282 57
75 133 35
116 127 66
128 245 11
232 12 52
59 226 51
25 251 7
256 89 52
226 66 13
21 51 73
170 266 48
227 144 69
145 88 65
14 247 84
277 70 17
202 80 58
222 274 70
219 141 47
184 167 38
205 244 74
212 84 48
255 4 31
87 175 81
22 213 88
245 153 36
170 149 21
8 122 53
8 94 11
16 145 52
83 55 1
184 29 16
114 160 95
9 78 56
121 246 2
49 41 13
269 178 98
24 256 39
244 207 26
57 136 8
175 181 74
251 260 19
102 199 41
220 134 95
252 151 99
195 290 9
242 271 98
194 210 98
17 68 82
190 149 42
58 117 86
215 111 47
38 162 55
108 218 71
162 191 85
213 60 70
63 265 98
193 222 45
168 57 43
256 84 5
195 76 77
3 174 24
292 221 65
142 265 37
138 79 73
22 2 62
211 117 62
18 127 69
285 205 37
77 36 71
67 238 39
170 279 5
131 164 76
212 101 58
198 193 28
66 32 47
184 220 94
97 72 12
93 23 77
77 106 99
75 116 56
3 182 44
182 124 30
50 287 42
137 30 25
234 53 81
77 247 65
39 246 79
263 214 49
287 152 89
206 182 53
159 224 84
24 284 58
137 253 93
243 78 100
289 41 27
263 221 66
87 232 80
73 78 15
124 28 95
132 188 72
186 68 44
85 17 83
42 91 16
15 285 45
213 115 73
137 151 21
196 52 42
185 181 8
79 8 28
279 131 36
157 285 39
273 26 73
156 107 58
107 75 25
181 254 39
240 83 74
132 165 76
33 222 44
213 78 1
87 228 69
168 47 83
51 82 47
268 282 49
27 63 96
125 110 65
19 279 41
34 5 60
67 54 93
40 286 97
264 87 2
84 127 96
233 171 75
211 123 74
97 255 2
37 151 22
18 27 68
55 265 93
116 201 19
123 283 15
51 247 39
45 93 89
58 150 6
3 76 20
218 184 87
291 2 1
39 150 43
196 180 12
39 29 49
116 62 17
52 91 70
8 284 52
127 269 12
118 245 46
149 252 48
9 175 70
10 26 16
166 95 55
134 11 84
128 49 22
279 174 40
298 281 28
57 82 65
55 38 22
156 258 80
123 137 53
10 165 25
202 14 16
147 175 70
220 280 65
197 13 5
278 66 33
28 219 8
97 135 16
276 104 4
150 87 23
106 29 52
88 66 100
273 185 39
254 179 10
52 203 72
227 106 58
180 151 55
8 243 77
155 292 45
94 162 22
227 52 21
265 261 74
199 187 50
2 125 3
39 59 27
149 96 1
75 45 89
269 266 67
87 7 47
215 211 55
14 82 62
74 134 5
269 243 2
154 159 49
62 85 61
98 240 14
113 8 78
127 100 17
22 42 100
209 176 67
266 227 52
241 73 58
168 113 5
97 70 66
289 115 98
239 214 89
214 101 68
174 18 49
221 196 2
209 269 85
71 16 49
223 48 39
106 95 11
290 165 57
223 141 87
251 87 25
261 166 34
96 12 91
244 179 2
93 208 81
60 107 69
197 172 8
173 198 10
111 15 46
24 160 45
90 173 29
40 269 30
85 5 55
203 138 69
224 49 28
163 247 77
59 156 100
285 224 36
190 93 21
13 95 28
7 155 68
133 26 76
189 247 63
105 34 57
10 5 76
190 280 7
63 197 75
126 156 17
76 31 38
291 141 12
234 266 58
50 199 21
70 86 87
172 36 78
108 174 89
77 192 80
61 86 41
134 275 29
278 223 4
125 203 65
67 296 51
129 155 6
176 83 46
139 158 83
102 257 45
165 273 60
249 254 11
52 82 17
106 40 87
218 11 88
6 152 23
202 259 65
206 298 89
293 285 79
105 237 98
75 92 89
22 253 65
157 80 66
171 260 33
128 170 9
158 258 14
86 5 72
204 258 67
155 173 57
288 254 57
195 161 26
51 98 90
156 176 48
47 144 83
52 234 75
39 138 34
154 168 3
4 184 35
16 104 21
73 227 72
28 90 69
245 223 16
202 271 84
189 293 67
131 181 17
176 169 93
116 37 83
257 14 92
2 166 53
213 94 92
165 53 35
23 289 83
159 91 50
63 19 69
95 198 97
172 277 17
195 151 86
118 201 70
77 211 38
127 197 81
252 49 65
276 136 9
39 63 58
207 250 21
114 37 31
136 114 18
175 205 70
29 205 9
218 129 89
142 257 50
24 209 63
138 230 30
88 139 80
41 293 37
193 186 59
63 243 51
97 226 85
120 81 78
157 290 30
250 179 99
22 209 77
183 234 88
209 3 62
272 282 19
32 6 47
206 101 75
222 59 14
4 156 95
133 168 58
131 266 2
27 164 51
86 177 7
295 18 43
252 45 92
235 82 67
68 104 25
270 131 100
283 37 72
123 273 31
186 200 54
209 114 70
113 128 22
300 147 5
55 117 84
77 179 69
126 275 25
71 177 69
96 268 26
205 37 6
270 156 54
93 46 46
292 67 84
91 234 67
214 94 18
16 96 16
287 248 73
286 12 96
7 97 56
170 233 34
280 212 38
294 213 43
147 102 6
262 236 28
169 3 66
246 51 16
63 97 8
91 286 46
131 94 7
27 232 24
57 3 59
21 143 43
204 95 20
144 295 85
289 148 30
293 174 72
107 169 53
129 147 25
114 73 82
231 144 63
217 74 35
47 188 11
118 214 52
127 182 50
190 226 42
243 58 90
65 185 56
71 112 15
187 39 70
45 114 42
205 75 22
195 240 38
73 215 49
111 194 55
127 158 56
235 94 30
112 185 76
132 198 62
233 168 67
7 232 28
223 201 64
159 242 94
63 215 43
279 191 66
104 43 89
139 212 89
201 65 37
261 24 80
7 117 77
124 289 7
65 278 7
269 130 58
97 161 86
235 220 34
83 47 40
105 289 51
17 10 58
135 36 91
83 222 33
63 127 45
88 65 91
158 167 67
222 177 6
67 284 40
73 87 39
62 64 48
194 237 31
99 36 96
148 41 34
165 72 76
194 76 95
84 140 32
75 191 78
47 52 61
102 182 38
253 229 87
141 123 65
298 60 65
154 276 8
153 73 32
265 195 34
198 28 93
252 38 66
172 182 72
1 271 28
258 233 30
6 264 89
16 122 14
31 98 10
235 161 87
208 30 82
83 116 33
185 180 84
181 61 48
29 202 50
171 65 22
233 27 92
70 247 83
102 161 25
66 10 92
39 131 1
102 71 22
206 127 99
285 103 72
96 92 84
5 65 24
245 227 26
71 296 24
92 76 31
29 17 83
116 32 13
242 276 9
74 223 80
239 284 19
112 214 51
61 124 23
243 214 84
247 159 100
112 27 41
188 216 34
280 32 80
5 80 21
244 257 31
103 294 83
16 259 30
12 187 56
87 74 73
129 227 68
190 60 100
254 18 7
125 52 76
263 217 13
85 186 29
102 93 35
253 241 9
15 59 88
167 212 100
104 294 22
89 28 80
83 214 4
134 45 55
293 92 37
121 225 92
93 202 82
288 23 37
164 39 40
72 214 90
19 158 20
98 124 6
268 112 9
159 20 89
142 138 62
246 297 5
146 53 34
70 231 30
81 168 75
116 264 14
237 180 47
110 202 76
7 222 19
81 1 8
143 287 64
284 189 26
46 55 83
237 146 63
190 40 74
124 63 94
152 95 23
4 131 6
147 134 41
189 239 65
53 242 44
75 14 76
104 156 11
236 246 52
7 216 47
156 272 34
68 169 66
112 184 84
278 180 55
92 266 6
282 171 28
275 168 77
37 187 55
182 142 41
216 274 16
83 173 35
203 168 67
269 298 61
270 125 100
59 286 11
78 219 50
263 159 62
261 249 62
117 193 24
48 52 64
19 144 7
224 35 69
9 111 29
265 64 74
135 239 60
229 172 38
288 113 85
143 297 40
274 195 58
143 237 72
221 248 42
162 24 84
48 194 32
174 274 23
238 206 72
141 271 19
30 107 94
21 30 19
50 136 96
202 258 92
48 152 12
119 81 48
198 243 72
66 166 3
84 227 45
71 215 78
154 282 78
114 243 96
199 39 90
164 100 73
263 8 88
267 216 86
47 7 90
48 10 86
295 264 44
18 61 94
252 163 94
141 79 54
272 44 91
280 250 78
259 224 97
212 18 42
34 4 43
251 182 89
157 112 60
56 13 6
94 133 41
228 226 2
51 45 6
298 14 12
294 71 62
50 226 10
79 164 40
245 210 16
172 140 85
121 191 28
74 182 89
146 265 69
234 116 23
244 116 64
16 180 27
280 57 59
66 112 25
189 4 84
65 169 37
255 147 84
105 157 64
225 189 40
167 208 95
238 262 5
146 194 88
51 57 24
127 44 100
56 292 22
150 127 53
167 65 19
59 208 59
210 152 55
270 21 55
19 205 33
16 95 44
205 215 3
240 103 20
300 36 55
139 258 9
276 131 6
19 99 17
130 292 97
96 114 41
296 44 12
148 211 49
298 214 53
181 107 63
182 116 18
242 237 70
172 275 8
246 268 81
203 150 1
13 52 79
178 281 46
134 229 39
30 151 27
39 93 12
246 195 47
135 46 91
89 105 35
26 41 60
23 136 28
31 216 73
290 6 57
206 80 48
214 156 48
218 213 60
80 89 65
180 222 12
145 97 12
262 29 17
20 45 28
205 234 54
87 11 68
173 251 22
31 106 3
89 8 48
197 255 100
225 62 19
11 43 89
236 76 30
37 219 77
17 26 33
141 152 47
106 260 15
55 5 38
294 144 46
20 7 80
112 168 92
166 178 100
10 91 11
207 271 51
134 259 70
287 258 69
102 52 61
251 143 48
285 21 10
36 278 97
76 89 43
279 116 25
133 49 63
277 163 44
202 15 57
271 239 16
160 252 42
297 72 64
218 259 76
267 247 89
54 203 60
188 178 39
151 38 17
144 40 36
115 247 18
88 298 51
1 79 67
109 2 79
54 256 18
54 47 30
144 161 39
78 8 78
48 191 55
215 148 71
110 198 19
166 279 30
243 88 29
222 90 44
245 196 56
244 82 96
195 206 42
215 137 40
184 256 8
288 278 96
181 208 8
106 35 75
256 161 32
188 119 21
211 166 90
220 83 22
119 156 51
67 2 89
185 188 11
288 179 61
184 122 88
61 203 71
19 11 33
98 38 49
206 43 72
130 140 74
264 210 21
135 228 65
262 116 42
55 261 89
8 198 31
218 242 100
254 297 84
146 1 26
173 125 99
285 246 67
89 97 19
109 259 14
168 4 59
206 124 44
195 4 89
250 101 29
38 218 63
46 138 13
67 260 24
145 51 56
242 137 76
216 211 92
180 178 61
24 289 77
87 183 34
238 114 14
30 228 17
51 278 31
166 118 88
89 218 51
156 151 36
222 136 71
90 108 49
97 56 79
82 190 23
243 49 23
87 284 74
87 260 78
29 95 11
34 84 2
140 49 51
56 32 11
175 195 61
218 285 62
186 125 5
244 226 16
296 107 6
135 294 54
287 5 68
191 224 32
258 180 12
204 180 10
260 299 18
265 152 38
141 42 31
228 248 13
58 265 11
259 167 65
177 167 13
292 89 38
67 182 69
162 271 76
256 152 73
195 291 83
277 169 70
201 260 43
195 145 100
3 123 44
232 240 85
164 245 75
284 190 32
118 264 45
157 87 1
160 115 45
205 181 74
78 45 2
154 274 27
162 216 76
106 43 34
253 235 50
60 80 83
93 172 58
185 255 42
51 108 97
278 225 71
214 39 87
65 204 53
10 122 58
142 65 78
113 274 59
187 182 19
114 188 21
132 109 99
38 293 19
232 9 97
278 156 95
156 271 26
272 19 88
250 225 73
291 268 17
192 240 15
257 121 49
197 198 27
184 240 24
274 196 85
153 218 97
7 75 81
10 284 8
44 105 47
52 299 12
90 256 49
97 68 57
241 112 33
141 227 4
20 181 60
210 197 71
293 164 28
214 103 45
214 282 34
22 258 56
212 28 81
160 225 48
38 133 93
137 102 98
218 156 41
225 264 5
173 226 56
155 136 77
207 123 9
89 227 96
23 163 85
297 227 31
206 157 44
94 78 37
33 227 14
251 214 77
258 216 98
98 123 8
66 153 77
113 57 27
27 245 38
208 220 28
267 29 93
18 262 38
209 45 20
145 229 39
1 163 60
155 163 89
151 104 78
101 130 19
21 88 83
164 129 89
217 297 49
120 287 5
162 287 49
109 248 92
169 75 92
107 227 22
11 295 78
271 134 69
162 64 78
222 23 11
81 116 33
188 297 9
242 105 82
140 152 83
79 118 100
114 4 63
137 194 74
96 102 45
1 199 84
298 1 36
227 122 31
111 147 69
264 175 64
45 84 3
120 85 84
159 266 18
140 229 66
76 190 55
141 205 96
118 242 95
174 120 45
52 190 2
284 183 74
296 263 58
172 285 68
113 60 55
40 299 37
106 297 29
14 98 80
259 89 100
180 78 65
287 189 68
117 115 85
9 143 87
6 63 30
61 226 22
250 262 66
288 275 71
48 236 91
270 45 5
249 287 69
247 16 6
229 79 16
160 216 62
294 188 88
140 256 84
121 226 12
292 278 1
14 12 45
148 124 35
296 206 63
282 179 69
115 297 76
142 119 100
300 195 92
232 116 25
217 108 96
212 291 2
99 159 64
40 183 77
190 70 8
201 204 61
54 130 81
254 299 54
20 211 55
175 176 30
51 149 95
293 126 62
103 213 75
166 227 17
235 246 100
206 217 29
159 179 10
141 211 80
251 71 65
300 60 83
2 73 31
131 21 28
43 39 9
261 236 16
19 183 79
222 2 25
166 140 45
101 185 48
69 249 11
83 43 62
221 202 79
298 255 58
57 151 97
182 145 43
181 214 38
119 55 43
57 36 21
46 123 34
228 166 14
1 107 27
73 219 15
229 244 95
179 66 33
185 207 65
194 251 50
110 296 67
130 180 13
167 233 45
96 148 21
257 36 35
245 36 17
257 293 27
152 283 34
65 172 30
60 218 10
54 171 22
283 126 34
75 153 89
141 238 95
88 245 99
293 283 23
164 13 20
13 31 43
132 38 46
213 207 40
262 299 90
55 14 38
28 293 92
206 272 50
235 72 75
164 224 95
176 207 85
124 157 92
227 260 30
196 219 19
224 258 80
192 217 91
277 246 70
243 4 96
56 238 49
18 5 58
221 91 92
189 129 73
123 213 100
251 80 13
195 56 32
100 296 61
250 75 72
110 80 97
43 175 26
107 59 87
49 279 26
153 295 78
138 41 52
272 257 44
72 10 2
270 31 53
51 223 61
232 34 97
293 213 48
121 114 75
231 297 8
163 198 89
117 257 49
165 187 80
292 85 95
270 255 46
185 237 56
91 214 21
64 200 75
219 200 69
179 98 4
109 173 30
8 71 41
85 237 98
265 216 6
253 222 73
4 223 78
168 22 96
51 292 59
276 209 71
75 262 71
122 88 94
50 97 11
45 251 81
24 92 28
26 286 54
67 166 25
235 44 39
50 71 50
226 212 70
3 254 53
293 22 99
167 38 76
277 195 86
272 138 97
247 122 92
16 59 67
83 6 66
42 289 19
7 191 69
132 143 19
176 44 68
43 218 82
48 247 1
60 38 79
256 119 24
289 205 58
104 90 67
102 121 17
248 11 56
299 166 83
48 193 25
10 248 13
63 82 47
199 140 76
123 87 14
286 191 83
163 276 19
63 48 50
21 10 13
211 243 87
126 187 95
220 180 13
199 229 23
166 84 18
52 255 18
69 290 38
241 134 87
127 130 98
205 214 61
200 225 76
231 187 46
145 235 12
27 242 67
252 172 43
158 266 16
80 220 38
23 171 68
108 76 53
179 194 88
181 35 63
101 158 48
95 105 48
281 300 43
48 242 97
239 127 59
126 46 72
213 55 37
9 196 56
12 266 99
289 100 42
279 30 56
224 55 70
112 243 62
274 300 34
84 248 19
293 249 5
236 209 75
80 248 34
223 259 98
285 196 60
279 40 98
99 69 94
191 156 4
186 283 18
37 52 63
19 55 27
180 146 79
204 153 54
145 253 86
231 23 88
47 236 12
106 286 46
157 102 4
50 166 1
180 274 99
222 196 59
77 248 24
277 239 9
48 220 6
288 251 47
150 288 72
31 102 69
145 172 39
216 221 48
99 245 36
63 78 4
136 146 11
300 75 95
237 45 14
115 236 75
219 167 66
110 222 46
37 221 19
138 81 34
24 210 26
28 11 50
289 293 13
41 127 87
106 11 88
233 96 80
250 194 89
216 229 68
5 220 49
56 253 4
165 280 63
51 93 14
297 204 95
71 77 83
146 181 30
195 287 34
113 26 20
105 213 54
13 228 8
72 45 3
33 211 62
245 58 13
119 160 10
227 176 90
265 198 96
175 116 76
291 25 39
117 32 94
142 7 22
74 13 27
132 151 73
99 20 34
148 248 48
101 105 63
32 58 50
114 189 17
58 72 97
69 96 36
74 25 9
232 215 49
83 125 77
10 242 92
241 200 68
151 213 10
201 125 57
227 139 21
246 94 35
95 148 62
258 42 58
291 193 45
198 164 28
105 294 63
152 138 47
68 208 41
52 81 97
10 245 64
215 154 3
117 290 97
42 242 58
166 49 61
137 57 17
71 217 47
143 24 10
113 69 2
201 159 88
267 65 24
199 293 17
242 152 35
73 160 10
7 236 9
59 93 67
229 287 50
120 258 36
28 36 42
122 188 14
15 226 31
59 42 2
72 101 18
22 188 31
199 196 15
75 124 14
65 47 36
115 284 38
148 293 82
298 218 56
286 170 5
145 230 95
289 102 10
239 89 50
128 51 59
35 204 44
232 212 19
206 187 57
264 121 70
178 231 56
241 98 62
191 248 91
185 96 65
264 43 4
283 275 48
10 62 63
125 185 64
185 272 92
92 140 29
18 99 83
132 75 14
159 287 69
253 148 6
76 155 24
236 265 50
179 45 89
174 198 76
295 14 21
136 97 44
39 215 73
83 10 24
28 230 10
207 67 73
203 155 78
158 4 22
168 72 69
137 70 97
64 290 28
156 244 72
296 282 67
125 281 73
53 16 11
226 255 17
78 49 10
252 98 79
13 209 87
187 269 75
33 38 29
58 229 93
97 259 50
81 148 58
67 49 17
262 228 24
8 163 94
89 95 95
49 85 73
243 172 84
9 162 28
25 283 38
41 196 6
46 43 90
122 90 68
70 122 3
175 250 100
9 29 16
118 179 64
241 160 80
94 185 97
110 25 64
145 18 23
166 146 79
267 243 30
21 77 6
121 287 81
160 168 26
134 166 46
146 18 31
14 24 66
160 95 18
82 164 78
197 264 80
80 7 57
280 233 90
26 226 16
278 276 46
138 282 46
85 144 52
214 283 93
42 7 42
19 252 63
210 267 22
161 171 68
118 97 69
279 241 34
104 146 17
244 210 70
197 54 77
54 239 55
4 56 64
274 260 30
272 279 3
110 127 60
124 263 79
250 157 97
227 26 81
146 152 89
176 190 68
142 3 10
281 20 49
202 95 47
170 116 11
170 267 24
108 107 70
82 79 5
135 86 26
98 84 4
187 258 7
191 149 4
103 63 65
202 194 85
243 159 19
51 219 32
127 287 46
111 69 48
257 246 62
223 292 20
8 256 70
193 39 57
180 15 4
9 132 12
48 128 38
100 71 17
83 88 46
6 196 58
260 27 45
218 36 86
98 236 26
294 35 51
35 118 11
104 148 47
149 29 95
198 288 64
118 258 39
179 30 24
230 15 14
97 160 29
259 2 45
242 186 76
100 262 16
255 295 2
94 169 43
300 37 93
55 113 23
160 260 75
254 103 61
121 40 66
253 195 64
109 91 9
33 55 93
197 22 20
296 250 97
169 222 53
203 6 65
55 292 11
212 96 61
117 225 43
283 29 6
85 88 41
190 245 48
25 43 80
276 155 73
68 236 94
174 233 62
71 223 57
207 6 40
83 258 11
211 22 52
154 115 86
209 185 95
276 32 80
238 1 21
275 42 48
154 88 71
87 273 60
287 190 84
240 160 7
62 217 13
83 129 84
42 169 37
171 255 56
215 157 20
247 95 39
11 62 38
159 176 2
256 216 46
40 139 10
200 158 73
70 260 80
218 76 54
47 172 8
44 211 97
197 71 1
165 78 97
113 83 4
34 205 100
5 226 83
297 197 77
222 285 43
71 221 27
264 140 61
46 103 51
151 192 75
273 191 82
84 111 59
296 50 33
62 101 21
22 75 1
217 242 88
248 130 81
154 48 4
34 287 15
299 240 34
14 134 11
181 108 73
235 20 77
236 37 82
143 133 77
110 52 97
115 155 74
8 49 41
194 293 36
207 121 18
215 139 93
128 107 17
44 156 2
296 124 87
106 44 42
238 79 56
298 131 2
155 100 89
123 240 98
234 241 28
1 296 42
292 17 47
116 148 71
121 87 47
34 136 57
232 171 8
52 45 96
115 95 79
50 98 28
111 10 68
264 235 94
296 87 2
273 10 97
284 259 87
261 229 11
171 103 18
153 284 5
190 139 39
26 250 63
76 224 57
75 26 64
260 38 96
49 52 100
211 138 23
119 249 17
274 97 28
181 192 40
87 68 87
21 70 62
173 46 71
113 71 81
130 83 79
39 62 62
17 223 47
87 159 56
117 215 78
127 94 46
283 184 46
142 178 44
94 198 22
18 294 85
146 285 60
134 170 81
175 44 78
241 152 68
59 24 67
237 111 67
240 227 2
296 183 2
180 84 45
135 232 53
208 129 13
132 69 90
17 209 1
258 20 73
265 272 66
144 178 60
43 268 28
167 223 54
274 105 28
83 202 45
183 131 91
129 78 33
106 146 86
247 72 48
124 112 23
19 76 31
211 197 50
283 173 33
5 231 37
7 162 45
33 254 70
126 205 26
7 298 94
271 189 75
73 102 16
68 105 45
114 82 18
44 74 12
279 238 48
155 249 8
95 255 52
136 231 34
120 183 42
63 191 77
41 250 23
264 86 47
238 98 15
275 53 47
144 109 82
3 277 72
299 265 89
272 256 2
58 273 28
111 79 81
239 71 26
112 28 93
258 50 27
219 69 43
153 205 92
140 216 69
118 252 98
78 103 10
32 258 67
114 124 19
142 286 84
199 231 44
173 57 72
157 22 82
200 295 20
87 250 64
112 59 62
24 42 59
64 212 96
11 173 28
30 98 23
32 143 93
184 109 100
257 248 41
255 45 31
171 203 8
4 247 88
6 224 87
169 284 96
118 158 16
149 58 96
270 237 58
255 135 8
158 8 94
296 105 8
202 285 36
40 31 34
209 111 77
25 90 21
62 12 18
45 16 57
61 288 80
211 9 92
265 295 98
202 160 39
137 206 63
108 276 74
15 77 48
244 45 40
7 281 73
72 262 32
35 254 96
137 16 19
236 142 76
242 192 88
18 72 57
199 71 37
117 221 5
119 98 100
268 133 63
104 232 21
129 238 40
179 201 38
176 125 41
175 219 60
78 20 44
57 189 68
29 199 48
80 295 77
248 205 37
107 16 78
214 63 74
216 189 7
90 211 18
277 283 19
281 13 28
51 218 25
17 104 69
63 40 57
247 5 25
109 135 90
52 180 83
74 250 57
222 220 33
60 140 69
153 156 25
200 229 98
130 25 10
126 97 96
238 75 13
102 201 85
193 65 82
185 294 49
45 203 94
194 69 16
159 98 75
157 31 98
273 236 43
150 30 23
189 158 50
87 52 75
244 278 15
255 141 71
75 245 11
32 12 69
197 160 36
164 14 82
37 133 26
228 36 74
6 221 4
135 76 94
137 96 78
2 15 67
198 234 42
234 166 21
217 268 26
274 268 19
291 76 21
176 153 55
144 280 69
33 166 59
161 94 63
249 67 4
297 140 62
251 66 18
266 238 7
74 136 91
209 156 48
161 100 5
100 6 14
290 146 90
162 118 29
265 118 11
102 25 15
160 270 10
43 89 96
282 87 65
159 46 8
155 287 10
294 245 97
211 235 40
154 120 63
119 19 94
284 129 31
242 67 76
147 75 80
8 111 36
167 132 3
50 156 73
111 80 7
16 41 48
210 217 20
170 20 97
138 14 42
260 84 50
98 212 42
6 250 90
177 154 27
191 193 68
281 106 39
25 7 29
266 132 90
43 20 1
193 38 27
282 233 34
72 51 54
146 117 28
144 247 34
170 137 52
58 55 72
209 282 69
105 199 100
228 92 43
78 66 88
113 268 89
277 201 36
212 61 14
294 189 87
296 48 88
59 221 97
132 189 70
23 65 71
95 239 78
228 139 34
142 184 59
230 131 83
103 192 95
219 213 33
106 294 42
297 116 11
61 245 25
83 231 58
16 244 71
218 162 24
253 163 39
8 77 64
116 177 20
2 271 72
170 57 97
220 152 41
153 14 47
254 81 23
202 133 49
139 298 100
179 209 8
300 232 49
35 265 92
58 212 11
123 155 29
161 55 3
237 121 94
23 268 55
223 11 15
184 111 36
97 166 24
66 102 30
235 29 36
148 183 27
173 106 69
129 28 70
253 174 79
